Channel_0,ValueToPredict,subjectID
processed_images_160/n02102040/n02102040_1022.JPEG,1,57
processed_images_160/n01440764/n01440764_10066.JPEG,0,57
processed_images_160/n02102040/ILSVRC2012_val_00017664.JPEG,1,21
processed_images_160/n01440764/ILSVRC2012_val_00021740.JPEG,0,21
processed_images_160/n02102040/n02102040_1096.JPEG,1,84
processed_images_160/n01440764/n01440764_10331.JPEG,0,84
processed_images_160/n02102040/n02102040_1049.JPEG,1,65
processed_images_160/n01440764/n01440764_10150.JPEG,0,65
processed_images_160/n01440764/ILSVRC2012_val_00037861.JPEG,0,39
processed_images_160/n02102040/ILSVRC2012_val_00038569.JPEG,1,39
processed_images_160/n02102040/ILSVRC2012_val_00040679.JPEG,1,42
processed_images_160/n01440764/ILSVRC2012_val_00040833.JPEG,0,42
processed_images_160/n01440764/ILSVRC2012_val_00029930.JPEG,0,30
processed_images_160/n02102040/ILSVRC2012_val_00025442.JPEG,1,30
processed_images_160/n02102040/n02102040_1011.JPEG,1,53
processed_images_160/n01440764/n01440764_10040.JPEG,0,53
processed_images_160/n02102040/n02102040_1004.JPEG,1,51
processed_images_160/n01440764/n01440764_10027.JPEG,0,51
processed_images_160/n02102040/n02102040_1115.JPEG,1,95
processed_images_160/n01440764/n01440764_10449.JPEG,0,95
processed_images_160/n02102040/n02102040_1079.JPEG,1,76
processed_images_160/n01440764/n01440764_10281.JPEG,0,76
processed_images_160/n01440764/ILSVRC2012_val_00024235.JPEG,0,23
processed_images_160/n02102040/ILSVRC2012_val_00019414.JPEG,1,23
processed_images_160/n02102040/n02102040_1122.JPEG,1,97
processed_images_160/n01440764/n01440764_10464.JPEG,0,97
processed_images_160/n02102040/ILSVRC2012_val_00040546.JPEG,1,41
processed_images_160/n01440764/ILSVRC2012_val_00040358.JPEG,0,41
processed_images_160/n01440764/ILSVRC2012_val_00010306.JPEG,0,10
processed_images_160/n02102040/ILSVRC2012_val_00008334.JPEG,1,10
processed_images_160/n01440764/n01440764_10110.JPEG,0,62
processed_images_160/n02102040/n02102040_1036.JPEG,1,62
processed_images_160/n02102040/n02102040_1124.JPEG,1,98
processed_images_160/n01440764/n01440764_10470.JPEG,0,98
processed_images_160/n01440764/n01440764_10048.JPEG,0,56
processed_images_160/n02102040/n02102040_1019.JPEG,1,56
processed_images_160/n02102040/n02102040_1112.JPEG,1,93
processed_images_160/n01440764/n01440764_10427.JPEG,0,93
