Channel_0,ValueToPredict,subjectID
processed_images_160/n02102040/ILSVRC2012_val_00008162.JPEG,1,9
processed_images_160/n01440764/ILSVRC2012_val_00009396.JPEG,0,9
processed_images_160/n01440764/ILSVRC2012_val_00031094.JPEG,0,32
processed_images_160/n02102040/ILSVRC2012_val_00027182.JPEG,1,32
processed_images_160/n01440764/n01440764_10029.JPEG,0,52
processed_images_160/n02102040/n02102040_1005.JPEG,1,52
processed_images_160/n02102040/ILSVRC2012_val_00040546.JPEG,1,41
processed_images_160/n01440764/ILSVRC2012_val_00040358.JPEG,0,41
processed_images_160/n02102040/n02102040_1064.JPEG,1,69
processed_images_160/n01440764/n01440764_10194.JPEG,0,69
processed_images_160/n01440764/n01440764_10365.JPEG,0,87
processed_images_160/n02102040/n02102040_1100.JPEG,1,87
processed_images_160/n01440764/n01440764_10382.JPEG,0,90
processed_images_160/n02102040/n02102040_1105.JPEG,1,90
processed_images_160/n01440764/ILSVRC2012_val_00021740.JPEG,0,21
processed_images_160/n02102040/ILSVRC2012_val_00017664.JPEG,1,21
processed_images_160/n01440764/ILSVRC2012_val_00018317.JPEG,0,20
processed_images_160/n02102040/ILSVRC2012_val_00017370.JPEG,1,20
processed_images_160/n02102040/n02102040_1085.JPEG,1,80
processed_images_160/n01440764/n01440764_10317.JPEG,0,80
processed_images_160/n02102040/ILSVRC2012_val_00038569.JPEG,1,39
processed_images_160/n01440764/ILSVRC2012_val_00037861.JPEG,0,39
processed_images_160/n02102040/n02102040_1082.JPEG,1,79
processed_images_160/n01440764/n01440764_10307.JPEG,0,79
processed_images_160/n01440764/n01440764_10218.JPEG,0,71
processed_images_160/n02102040/n02102040_1068.JPEG,1,71
processed_images_160/n01440764/ILSVRC2012_val_00009191.JPEG,0,6
processed_images_160/n02102040/ILSVRC2012_val_00004650.JPEG,1,6
processed_images_160/n02102040/ILSVRC2012_val_00037182.JPEG,1,38
processed_images_160/n01440764/ILSVRC2012_val_00037834.JPEG,0,38
processed_images_160/n01440764/n01440764_10373.JPEG,0,88
processed_images_160/n02102040/n02102040_1102.JPEG,1,88
processed_images_160/n01440764/n01440764_10108.JPEG,0,61
processed_images_160/n02102040/n02102040_1033.JPEG,1,61
processed_images_160/n01440764/ILSVRC2012_val_00048204.JPEG,0,48
processed_images_160/n02102040/ILSVRC2012_val_00049218.JPEG,1,48
processed_images_160/n02102040/ILSVRC2012_val_00022412.JPEG,1,26
processed_images_160/n01440764/ILSVRC2012_val_00025527.JPEG,0,26
processed_images_160/n02102040/ILSVRC2012_val_00024246.JPEG,1,29
processed_images_160/n01440764/ILSVRC2012_val_00028158.JPEG,0,29
processed_images_160/n01440764/n01440764_10251.JPEG,0,74
processed_images_160/n02102040/n02102040_1077.JPEG,1,74
processed_images_160/n01440764/n01440764_10361.JPEG,0,86
processed_images_160/n02102040/n02102040_1098.JPEG,1,86
processed_images_160/n01440764/ILSVRC2012_val_00006697.JPEG,0,3
processed_images_160/n02102040/ILSVRC2012_val_00002315.JPEG,1,3
processed_images_160/n02102040/ILSVRC2012_val_00010994.JPEG,1,11
processed_images_160/n01440764/ILSVRC2012_val_00011233.JPEG,0,11
processed_images_160/n02102040/ILSVRC2012_val_00021205.JPEG,1,25
processed_images_160/n01440764/ILSVRC2012_val_00025129.JPEG,0,25
processed_images_160/n01440764/ILSVRC2012_val_00034654.JPEG,0,34
processed_images_160/n02102040/ILSVRC2012_val_00029518.JPEG,1,34
processed_images_160/n01440764/ILSVRC2012_val_00037596.JPEG,0,37
processed_images_160/n02102040/ILSVRC2012_val_00036282.JPEG,1,37
processed_images_160/n02102040/n02102040_1092.JPEG,1,82
processed_images_160/n01440764/n01440764_10320.JPEG,0,82
processed_images_160/n01440764/ILSVRC2012_val_00016018.JPEG,0,15
processed_images_160/n02102040/ILSVRC2012_val_00015499.JPEG,1,15
processed_images_160/n02102040/n02102040_1127.JPEG,1,99
processed_images_160/n01440764/n01440764_10482.JPEG,0,99
processed_images_160/n01440764/n01440764_10449.JPEG,0,95
processed_images_160/n02102040/n02102040_1115.JPEG,1,95
processed_images_160/n01440764/ILSVRC2012_val_00039905.JPEG,0,40
processed_images_160/n02102040/ILSVRC2012_val_00040140.JPEG,1,40
processed_images_160/n02102040/ILSVRC2012_val_00018207.JPEG,1,22
processed_images_160/n01440764/ILSVRC2012_val_00023559.JPEG,0,22
processed_images_160/n01440764/n01440764_10211.JPEG,0,70
processed_images_160/n02102040/n02102040_1067.JPEG,1,70
processed_images_160/n01440764/n01440764_10380.JPEG,0,89
processed_images_160/n02102040/n02102040_1103.JPEG,1,89
processed_images_160/n01440764/n01440764_10066.JPEG,0,57
processed_images_160/n02102040/n02102040_1022.JPEG,1,57
processed_images_160/n02102040/ILSVRC2012_val_00040876.JPEG,1,43
processed_images_160/n01440764/ILSVRC2012_val_00041939.JPEG,0,43
processed_images_160/n01440764/ILSVRC2012_val_00009346.JPEG,0,7
processed_images_160/n02102040/ILSVRC2012_val_00007032.JPEG,1,7
processed_images_160/n01440764/ILSVRC2012_val_00003014.JPEG,0,2
processed_images_160/n02102040/ILSVRC2012_val_00002294.JPEG,1,2
processed_images_160/n01440764/n01440764_10095.JPEG,0,60
processed_images_160/n02102040/n02102040_1030.JPEG,1,60
processed_images_160/n01440764/ILSVRC2012_val_00026064.JPEG,0,27
processed_images_160/n02102040/ILSVRC2012_val_00023242.JPEG,1,27
processed_images_160/n01440764/n01440764_10331.JPEG,0,84
processed_images_160/n02102040/n02102040_1096.JPEG,1,84
processed_images_160/n01440764/ILSVRC2012_val_00011993.JPEG,0,12
processed_images_160/n02102040/ILSVRC2012_val_00012689.JPEG,1,12
processed_images_160/n01440764/ILSVRC2012_val_00046499.JPEG,0,47
processed_images_160/n02102040/ILSVRC2012_val_00048914.JPEG,1,47
processed_images_160/n01440764/n01440764_10026.JPEG,0,50
processed_images_160/n02102040/n02102040_1003.JPEG,1,50
processed_images_160/n01440764/n01440764_10462.JPEG,0,96
processed_images_160/n02102040/n02102040_1121.JPEG,1,96
processed_images_160/n02102040/n02102040_1122.JPEG,1,97
processed_images_160/n01440764/n01440764_10464.JPEG,0,97
processed_images_160/n02102040/ILSVRC2012_val_00035723.JPEG,1,36
processed_images_160/n01440764/ILSVRC2012_val_00037383.JPEG,0,36
processed_images_160/n01440764/ILSVRC2012_val_00029930.JPEG,0,30
processed_images_160/n02102040/ILSVRC2012_val_00025442.JPEG,1,30
processed_images_160/n02102040/n02102040_1114.JPEG,1,94
processed_images_160/n01440764/n01440764_10444.JPEG,0,94
