Channel_0,ValueToPredict,subjectID
processed_images_160/n01440764/ILSVRC2012_val_00026064.JPEG,0,27
processed_images_160/n02102040/ILSVRC2012_val_00023242.JPEG,1,27
processed_images_160/n02979186/ILSVRC2012_val_00034395.JPEG,2,27
processed_images_160/n02102040/n02102040_1094.JPEG,1,83
processed_images_160/n02979186/n02979186_10386.JPEG,2,83
processed_images_160/n01440764/n01440764_10323.JPEG,0,83
processed_images_160/n02979186/n02979186_10289.JPEG,2,74
processed_images_160/n02102040/n02102040_1077.JPEG,1,74
processed_images_160/n01440764/n01440764_10251.JPEG,0,74
processed_images_160/n02102040/n02102040_1016.JPEG,1,55
processed_images_160/n01440764/n01440764_10043.JPEG,0,55
processed_images_160/n02979186/n02979186_10036.JPEG,2,55
processed_images_160/n02102040/ILSVRC2012_val_00022412.JPEG,1,26
processed_images_160/n02979186/ILSVRC2012_val_00033657.JPEG,2,26
processed_images_160/n01440764/ILSVRC2012_val_00025527.JPEG,0,26
processed_images_160/n01440764/ILSVRC2012_val_00017700.JPEG,0,18
processed_images_160/n02102040/ILSVRC2012_val_00016768.JPEG,1,18
processed_images_160/n02979186/ILSVRC2012_val_00024874.JPEG,2,18
processed_images_160/n02979186/ILSVRC2012_val_00042648.JPEG,2,38
processed_images_160/n01440764/ILSVRC2012_val_00037834.JPEG,0,38
processed_images_160/n02102040/ILSVRC2012_val_00037182.JPEG,1,38
processed_images_160/n02979186/ILSVRC2012_val_00014287.JPEG,2,11
processed_images_160/n02102040/ILSVRC2012_val_00010994.JPEG,1,11
processed_images_160/n01440764/ILSVRC2012_val_00011233.JPEG,0,11
processed_images_160/n02102040/ILSVRC2012_val_00017664.JPEG,1,21
processed_images_160/n02979186/ILSVRC2012_val_00027735.JPEG,2,21
processed_images_160/n01440764/ILSVRC2012_val_00021740.JPEG,0,21
processed_images_160/n02102040/n02102040_1091.JPEG,1,81
processed_images_160/n01440764/n01440764_10319.JPEG,0,81
processed_images_160/n02979186/n02979186_10364.JPEG,2,81
processed_images_160/n02102040/n02102040_1022.JPEG,1,57
processed_images_160/n02979186/n02979186_10056.JPEG,2,57
processed_images_160/n01440764/n01440764_10066.JPEG,0,57
processed_images_160/n01440764/ILSVRC2012_val_00048969.JPEG,0,49
processed_images_160/n02979186/ILSVRC2012_val_00049106.JPEG,2,49
processed_images_160/n02102040/ILSVRC2012_val_00049523.JPEG,1,49
processed_images_160/n02102040/ILSVRC2012_val_00027918.JPEG,1,33
processed_images_160/n02979186/ILSVRC2012_val_00037988.JPEG,2,33
processed_images_160/n01440764/ILSVRC2012_val_00031333.JPEG,0,33
processed_images_160/n01440764/ILSVRC2012_val_00009396.JPEG,0,9
processed_images_160/n02979186/ILSVRC2012_val_00012468.JPEG,2,9
processed_images_160/n02102040/ILSVRC2012_val_00008162.JPEG,1,9
processed_images_160/n02979186/n02979186_10179.JPEG,2,65
processed_images_160/n02102040/n02102040_1049.JPEG,1,65
processed_images_160/n01440764/n01440764_10150.JPEG,0,65
processed_images_160/n01440764/ILSVRC2012_val_00046252.JPEG,0,46
processed_images_160/n02979186/ILSVRC2012_val_00047315.JPEG,2,46
processed_images_160/n02102040/ILSVRC2012_val_00046295.JPEG,1,46
processed_images_160/n02102040/ILSVRC2012_val_00026521.JPEG,1,31
